,date,bitcoin,ethereum,tether,ripple,solana,terra-luna,cardano,avalanche,stellar,monero
0,2022-01-01 00:00:00,44,13,8,70,49,0,33,47,45,0
1,2022-01-01 01:00:00,40,10,18,46,52,0,22,22,5,14
2,2022-01-01 02:00:00,35,9,18,47,55,0,12,27,39,10
3,2022-01-01 03:00:00,41,10,19,54,22,0,13,27,31,0
4,2022-01-01 04:00:00,37,11,24,34,45,0,16,28,46,0
5,2022-01-01 05:00:00,35,10,39,45,46,0,11,19,26,16
6,2022-01-01 06:00:00,34,8,25,61,55,0,16,13,37,21
7,2022-01-01 07:00:00,36,10,24,50,32,0,23,7,26,0
8,2022-01-01 08:00:00,38,11,23,38,41,0,13,15,45,0
9,2022-01-01 09:00:00,43,10,18,59,56,0,17,7,33,19
10,2022-01-01 10:00:00,43,10,33,55,53,0,20,5,27,0
11,2022-01-01 11:00:00,39,10,24,41,26,0,12,10,34,17
12,2022-01-01 12:00:00,34,8,18,51,30,0,19,21,50,11
13,2022-01-01 13:00:00,40,10,27,31,49,0,12,13,29,14
14,2022-01-01 14:00:00,41,11,25,49,37,0,17,17,44,7
15,2022-01-01 15:00:00,41,11,27,43,43,0,25,12,48,16
16,2022-01-01 16:00:00,41,9,21,46,58,0,22,21,57,13
17,2022-01-01 17:00:00,42,14,12,46,53,0,19,22,45,13
18,2022-01-01 18:00:00,44,14,28,84,47,0,27,26,34,7
19,2022-01-01 19:00:00,47,12,49,60,68,0,27,16,38,14
20,2022-01-01 20:00:00,44,14,24,67,70,0,24,26,51,18
21,2022-01-01 21:00:00,47,12,33,64,61,0,24,34,59,27
22,2022-01-01 22:00:00,50,14,24,81,68,0,30,37,55,17
23,2022-01-01 23:00:00,42,11,21,90,63,0,33,38,49,9
24,2022-01-02 00:00:00,46,13,30,81,50,0,44,33,28,9
25,2022-01-02 01:00:00,41,11,22,55,40,0,29,43,38,19
26,2022-01-02 02:00:00,37,13,14,37,50,0,29,34,20,15
27,2022-01-02 03:00:00,43,9,19,72,49,0,12,25,50,15
28,2022-01-02 04:00:00,43,10,29,93,40,0,13,38,36,10
29,2022-01-02 05:00:00,35,12,19,70,38,0,20,29,47,26
30,2022-01-02 06:00:00,37,11,5,61,22,0,9,23,32,16
31,2022-01-02 07:00:00,37,12,23,38,41,0,22,16,40,5
32,2022-01-02 08:00:00,35,9,13,48,40,0,25,18,32,5
33,2022-01-02 09:00:00,39,10,8,73,50,0,15,11,34,21
34,2022-01-02 10:00:00,39,11,4,38,47,0,18,10,28,8
35,2022-01-02 11:00:00,37,9,17,52,41,0,19,15,36,14
36,2022-01-02 12:00:00,40,9,26,36,30,0,25,11,45,14
37,2022-01-02 13:00:00,43,11,19,42,58,0,16,23,61,10
38,2022-01-02 14:00:00,42,12,14,50,48,0,32,24,31,15
39,2022-01-02 15:00:00,40,9,20,63,36,0,20,21,33,15
40,2022-01-02 16:00:00,44,12,17,46,58,0,18,25,42,12
41,2022-01-02 17:00:00,42,11,25,77,58,0,34,28,47,9
42,2022-01-02 18:00:00,44,12,18,64,57,0,28,33,54,13
43,2022-01-02 19:00:00,46,13,25,57,43,0,25,43,63,7
44,2022-01-02 20:00:00,43,12,29,59,58,0,22,47,68,7
45,2022-01-02 21:00:00,46,13,10,42,45,0,19,50,55,18
46,2022-01-02 22:00:00,40,14,18,76,65,0,36,47,43,8
47,2022-01-02 23:00:00,45,14,36,75,45,0,23,66,65,9
48,2022-01-03 00:00:00,47,14,24,50,38,0,24,46,52,13
49,2022-01-03 01:00:00,48,9,33,42,59,0,18,33,53,9
50,2022-01-03 02:00:00,38,14,17,64,53,0,22,48,31,18
51,2022-01-03 03:00:00,42,12,21,57,71,0,24,49,46,9
52,2022-01-03 04:00:00,41,11,22,57,48,0,15,23,55,5
53,2022-01-03 05:00:00,38,12,26,63,61,0,21,26,42,9
54,2022-01-03 06:00:00,35,11,21,56,51,0,17,17,31,4
55,2022-01-03 07:00:00,38,10,19,35,34,0,25,15,53,21
56,2022-01-03 08:00:00,41,11,7,48,43,0,17,12,50,19
57,2022-01-03 09:00:00,36,9,30,35,51,0,21,9,47,22
58,2022-01-03 10:00:00,37,12,19,33,36,0,18,10,24,21
59,2022-01-03 11:00:00,39,10,27,60,47,0,25,14,52,3
60,2022-01-03 12:00:00,40,11,14,62,64,0,19,7,30,15
61,2022-01-03 13:00:00,40,9,21,52,44,0,15,15,30,8
62,2022-01-03 14:00:00,43,11,25,55,49,0,24,8,42,8
63,2022-01-03 15:00:00,40,12,32,39,41,0,26,18,39,10
64,2022-01-03 16:00:00,48,12,17,55,40,0,21,16,53,21
65,2022-01-03 17:00:00,47,12,23,85,57,0,21,20,52,11
66,2022-01-03 18:00:00,47,15,19,75,73,0,19,22,52,20
67,2022-01-03 19:00:00,49,12,17,85,57,0,19,34,52,12
68,2022-01-03 20:00:00,52,14,24,35,65,0,28,30,42,3
69,2022-01-03 21:00:00,54,15,17,60,65,0,26,27,50,7
70,2022-01-03 22:00:00,51,16,36,54,64,0,24,40,46,31
71,2022-01-03 23:00:00,47,14,23,71,65,0,29,35,58,21
72,2022-01-04 00:00:00,49,13,12,60,58,0,17,40,51,30
73,2022-01-04 01:00:00,44,11,20,50,65,0,33,33,51,0
74,2022-01-04 02:00:00,38,11,16,55,62,0,19,26,72,9
75,2022-01-04 03:00:00,37,11,21,66,47,0,26,28,44,4
76,2022-01-04 04:00:00,42,11,30,63,33,0,22,23,41,23
77,2022-01-04 05:00:00,42,11,22,56,53,0,19,26,28,14
78,2022-01-04 06:00:00,40,12,16,57,68,0,22,21,48,0
79,2022-01-04 07:00:00,37,9,26,40,62,0,20,11,48,0
80,2022-01-04 08:00:00,36,9,24,55,43,0,19,8,30,19
81,2022-01-04 09:00:00,43,11,17,32,39,0,18,10,28,7
82,2022-01-04 10:00:00,39,11,19,27,47,0,26,13,54,14
83,2022-01-04 11:00:00,38,10,15,25,40,0,15,10,22,29
84,2022-01-04 12:00:00,44,12,22,52,59,0,27,8,23,6
85,2022-01-04 13:00:00,44,13,23,41,50,0,22,10,65,8
86,2022-01-04 14:00:00,44,13,25,62,52,0,23,20,55,16
87,2022-01-04 15:00:00,42,13,22,57,59,0,24,23,57,13
88,2022-01-04 16:00:00,44,11,35,55,56,0,23,22,42,11
89,2022-01-04 17:00:00,44,13,24,60,52,0,20,28,55,8
90,2022-01-04 18:00:00,47,14,25,37,69,0,33,25,55,9
91,2022-01-04 19:00:00,49,12,21,65,60,0,27,29,25,6
92,2022-01-04 20:00:00,54,15,15,72,100,0,16,33,59,16
93,2022-01-04 21:00:00,48,15,30,70,56,0,33,30,39,18
94,2022-01-04 22:00:00,44,14,15,50,57,0,21,33,58,15
95,2022-01-04 23:00:00,47,13,8,46,80,0,25,42,51,13
96,2022-01-05 00:00:00,45,12,16,73,52,0,29,44,51,17
97,2022-01-05 01:00:00,41,11,16,59,54,0,34,77,38,21
98,2022-01-05 02:00:00,42,11,28,34,54,0,26,77,34,4
99,2022-01-05 03:00:00,39,10,21,56,71,0,20,88,44,0
100,2022-01-05 04:00:00,37,10,13,54,36,0,22,87,45,14
101,2022-01-05 05:00:00,40,12,22,41,63,0,21,41,46,23
102,2022-01-05 06:00:00,38,11,4,61,49,0,19,33,31,13
103,2022-01-05 07:00:00,36,10,8,52,53,0,20,15,28,24
104,2022-01-05 08:00:00,38,12,3,44,46,0,17,10,18,4
105,2022-01-05 09:00:00,38,9,27,56,47,0,23,17,60,14
106,2022-01-05 10:00:00,39,10,22,34,52,2,19,16,41,17
107,2022-01-05 11:00:00,39,10,31,55,58,0,31,12,35,16
108,2022-01-05 12:00:00,40,10,19,57,50,0,19,17,29,20
109,2022-01-05 13:00:00,38,10,8,30,49,0,24,15,41,16
110,2022-01-05 14:00:00,43,11,20,39,54,0,28,26,50,18
111,2022-01-05 15:00:00,44,9,22,54,57,0,25,21,72,5
112,2022-01-05 16:00:00,41,11,20,63,64,0,25,24,40,29
113,2022-01-05 17:00:00,41,12,15,43,52,0,28,39,38,11
114,2022-01-05 18:00:00,42,10,35,51,65,0,32,29,32,11
115,2022-01-05 19:00:00,50,12,17,48,70,0,30,30,39,9
116,2022-01-05 20:00:00,78,18,27,63,62,0,39,28,38,6
117,2022-01-05 21:00:00,85,22,45,54,89,0,43,27,61,24
118,2022-01-05 22:00:00,100,22,25,92,95,0,30,32,100,26
119,2022-01-05 23:00:00,76,19,8,61,100,0,31,37,70,16
120,2022-01-06 00:00:00,68,17,24,59,73,0,34,39,67,13
121,2022-01-06 01:00:00,58,16,28,41,55,0,19,45,37,17
122,2022-01-06 02:00:00,64,17,20,63,75,0,24,31,42,8
123,2022-01-06 03:00:00,63,17,29,52,91,0,28,34,48,9
124,2022-01-06 04:00:00,73,18,22,36,87,0,34,28,50,18
125,2022-01-06 05:00:00,71,18,22,51,62,0,23,28,42,5
126,2022-01-06 06:00:00,65,18,29,39,69,0,26,23,35,13
127,2022-01-06 07:00:00,62,16,8,45,82,0,29,16,33,16
128,2022-01-06 08:00:00,67,17,21,100,45,0,29,10,45,7
129,2022-01-06 09:00:00,63,19,17,56,45,0,22,10,35,7
130,2022-01-06 10:00:00,72,20,33,38,66,0,21,15,28,10
131,2022-01-06 11:00:00,65,17,25,71,48,0,19,8,52,13
132,2022-01-06 12:00:00,62,13,14,38,61,0,35,12,49,15
133,2022-01-06 13:00:00,63,18,13,70,63,0,23,15,52,5
134,2022-01-06 14:00:00,69,15,15,68,75,0,20,20,47,5
135,2022-01-06 15:00:00,71,16,20,50,69,0,27,27,55,10
136,2022-01-06 16:00:00,67,15,20,55,62,0,23,25,47,16
137,2022-01-06 17:00:00,73,16,26,66,61,0,30,33,49,14
138,2022-01-06 18:00:00,62,15,38,60,72,0,28,30,55,17
139,2022-01-06 19:00:00,68,16,23,54,73,0,28,27,27,9
140,2022-01-06 20:00:00,65,16,27,54,67,0,35,37,58,22
141,2022-01-06 21:00:00,72,19,30,59,83,0,43,35,56,14
142,2022-01-06 22:00:00,70,18,40,76,69,0,28,42,35,4
143,2022-01-06 23:00:00,68,17,32,50,77,0,35,41,38,17
144,2022-01-07 00:00:00,63,16,24,88,77,0,24,58,75,13
145,2022-01-07 01:00:00,56,13,36,73,81,0,22,67,47,9
146,2022-01-07 02:00:00,56,15,4,17,52,0,27,93,43,4
147,2022-01-07 03:00:00,56,16,21,47,83,0,26,100,45,9
148,2022-01-07 04:00:00,75,22,18,49,56,0,25,84,65,23
149,2022-01-07 05:00:00,69,16,26,53,66,0,19,57,51,19
150,2022-01-07 06:00:00,72,19,17,52,74,0,19,43,41,9
151,2022-01-07 07:00:00,71,23,12,55,57,0,33,21,54,8
152,2022-01-07 08:00:00,74,17,19,34,74,0,24,13,35,8
153,2022-01-07 09:00:00,64,15,14,35,81,0,23,17,37,18
154,2022-01-07 10:00:00,54,15,16,70,68,0,19,19,45,7
155,2022-01-07 11:00:00,62,17,16,47,62,0,22,20,46,3
156,2022-01-07 12:00:00,62,15,17,35,76,0,27,25,36,6
157,2022-01-07 13:00:00,62,18,19,55,76,0,30,27,37,6
158,2022-01-07 14:00:00,71,20,23,59,65,0,30,24,24,19
159,2022-01-07 15:00:00,71,19,25,62,58,0,29,28,40,11
160,2022-01-07 16:00:00,74,21,36,44,88,0,26,27,57,14
161,2022-01-07 17:00:00,72,18,13,43,75,0,30,22,37,20
162,2022-01-07 18:00:00,75,20,39,62,69,0,20,33,47,18
163,2022-01-07 19:00:00,69,18,23,47,78,0,35,31,43,12
164,2022-01-07 20:00:00,69,19,28,64,68,0,26,21,50,7
165,2022-01-07 21:00:00,77,20,27,87,88,0,42,30,47,22
166,2022-01-07 22:00:00,74,19,11,82,52,0,26,33,39,12
167,2022-01-07 23:00:00,71,18,24,74,87,0,23,34,47,9
168,2022-01-08 00:00:00,67,13,42,72,81,0,28,48,49,27
169,2022-01-08 00:00:00,85,17,38,65,84,0,18,31,59,32
170,2022-01-08 01:00:00,76,20,26,54,71,0,19,27,28,16
171,2022-01-08 02:00:00,68,15,34,47,81,0,10,30,51,22
172,2022-01-08 03:00:00,68,16,8,100,70,0,17,18,52,6
173,2022-01-08 04:00:00,62,16,40,58,83,0,9,25,30,12
174,2022-01-08 05:00:00,63,19,8,38,74,0,12,16,78,6
175,2022-01-08 06:00:00,62,15,20,50,50,0,16,16,54,18
176,2022-01-08 07:00:00,73,20,12,36,72,0,15,10,40,28
177,2022-01-08 08:00:00,73,18,25,48,53,0,11,10,37,5
178,2022-01-08 09:00:00,74,18,10,35,62,0,16,7,35,5
179,2022-01-08 10:00:00,68,18,16,37,70,0,16,8,39,19
180,2022-01-08 11:00:00,67,15,22,38,48,0,14,9,54,9
181,2022-01-08 12:00:00,69,15,26,53,48,0,10,11,47,8
182,2022-01-08 13:00:00,70,15,5,52,68,0,11,13,40,27
183,2022-01-08 14:00:00,67,16,23,36,49,0,12,14,26,11
184,2022-01-08 15:00:00,70,16,25,46,67,0,12,19,47,21
185,2022-01-08 16:00:00,74,20,7,46,68,0,11,17,51,21
186,2022-01-08 17:00:00,79,17,10,54,86,0,16,24,33,11
187,2022-01-08 18:00:00,78,25,23,53,66,0,25,24,45,11
188,2022-01-08 19:00:00,100,27,22,46,79,0,28,19,53,40
189,2022-01-08 20:00:00,93,25,12,57,66,0,24,24,47,13
190,2022-01-08 21:00:00,95,29,35,65,81,0,19,24,37,5
191,2022-01-08 22:00:00,95,24,20,63,68,0,25,26,35,34
192,2022-01-08 23:00:00,88,25,29,41,84,0,18,51,48,31
193,2022-01-09 00:00:00,80,26,19,50,75,0,26,88,44,22
194,2022-01-09 01:00:00,77,17,23,47,56,0,16,84,28,27
195,2022-01-09 02:00:00,78,18,8,64,83,0,19,100,98,11
196,2022-01-09 03:00:00,67,16,28,61,51,0,14,89,64,17
197,2022-01-09 04:00:00,71,16,32,50,65,0,14,48,30,24
198,2022-01-09 05:00:00,64,19,26,61,66,0,18,23,88,12
199,2022-01-09 06:00:00,72,20,21,26,39,0,11,22,63,0
200,2022-01-09 07:00:00,63,17,28,25,57,0,10,14,41,23
201,2022-01-09 08:00:00,70,17,7,38,59,0,23,13,65,11
202,2022-01-09 09:00:00,67,20,24,42,68,0,14,6,40,20
203,2022-01-09 10:00:00,72,21,23,34,40,0,19,9,58,19
204,2022-01-09 11:00:00,69,16,16,23,69,0,17,10,5,5
205,2022-01-09 12:00:00,65,18,9,36,74,0,19,11,47,4
206,2022-01-09 13:00:00,70,18,24,58,41,0,17,19,55,27
207,2022-01-09 14:00:00,66,17,30,47,55,0,17,23,45,11
208,2022-01-09 15:00:00,69,19,29,45,58,0,18,23,50,31
209,2022-01-09 16:00:00,68,20,16,42,63,0,17,15,47,13
210,2022-01-09 17:00:00,66,19,22,50,100,0,16,16,46,14
211,2022-01-09 18:00:00,71,21,30,34,60,0,13,20,52,22
212,2022-01-09 19:00:00,75,19,29,55,67,0,10,25,63,23
213,2022-01-09 20:00:00,76,19,17,55,73,0,19,24,42,12
214,2022-01-09 21:00:00,71,24,6,77,75,0,19,29,40,9
215,2022-01-09 22:00:00,73,24,27,41,60,0,21,29,59,15
216,2022-01-09 23:00:00,72,20,22,75,75,0,23,30,59,26
217,2022-01-10 00:00:00,71,17,18,62,71,0,17,23,68,15
218,2022-01-10 01:00:00,63,13,17,45,61,0,14,26,40,10
219,2022-01-10 02:00:00,63,16,7,57,45,0,10,16,56,5
220,2022-01-10 03:00:00,60,15,25,62,53,0,10,17,37,15
221,2022-01-10 04:00:00,58,13,11,30,49,0,16,18,38,16
222,2022-01-10 05:00:00,69,19,15,41,57,0,17,13,86,21
223,2022-01-10 06:00:00,61,14,7,74,47,0,21,15,46,25
224,2022-01-10 07:00:00,64,16,22,16,47,0,11,11,32,0
225,2022-01-10 08:00:00,62,18,12,53,49,0,17,6,58,4
226,2022-01-10 09:00:00,61,15,14,56,43,0,14,8,51,29
227,2022-01-10 10:00:00,56,12,14,34,48,0,13,6,44,16
228,2022-01-10 11:00:00,59,18,15,26,39,0,19,6,38,22
229,2022-01-10 12:00:00,62,16,12,36,39,0,13,9,24,7
230,2022-01-10 13:00:00,71,20,20,50,54,0,23,11,55,16
231,2022-01-10 14:00:00,99,22,19,37,73,0,23,13,38,9
232,2022-01-10 15:00:00,100,26,19,41,58,0,19,15,62,6
233,2022-01-10 16:00:00,89,22,25,57,53,0,19,18,44,21
234,2022-01-10 17:00:00,90,22,13,30,68,0,19,19,63,23
235,2022-01-10 18:00:00,87,24,21,60,71,0,19,18,58,20
236,2022-01-10 19:00:00,79,25,27,68,65,0,21,21,54,14
237,2022-01-10 20:00:00,81,23,23,48,66,0,26,20,73,19
238,2022-01-10 21:00:00,87,23,26,74,90,0,21,25,46,21
239,2022-01-10 22:00:00,91,23,13,56,80,0,18,26,61,18
240,2022-01-10 23:00:00,85,21,7,47,79,0,20,31,83,5
241,2022-01-11 00:00:00,74,18,21,29,32,0,11,35,37,21
242,2022-01-11 01:00:00,65,18,7,43,56,0,14,37,20,5
243,2022-01-11 02:00:00,60,15,21,67,62,0,16,66,71,30
244,2022-01-11 03:00:00,64,16,29,73,58,0,11,56,32,21
245,2022-01-11 04:00:00,64,15,11,49,67,0,16,63,92,11
246,2022-01-11 05:00:00,63,18,18,53,64,0,16,35,38,16
247,2022-01-11 06:00:00,68,16,7,61,46,0,11,20,92,15
248,2022-01-11 07:00:00,65,16,10,53,46,0,14,11,43,0
249,2022-01-11 08:00:00,62,17,9,43,52,0,15,8,26,21
250,2022-01-11 09:00:00,65,16,40,38,39,0,15,9,29,12
251,2022-01-11 10:00:00,66,15,14,42,46,0,13,7,32,16
252,2022-01-11 11:00:00,64,16,15,40,53,0,12,8,42,4
253,2022-01-11 12:00:00,68,17,9,44,32,0,14,12,24,7
254,2022-01-11 13:00:00,62,18,9,40,58,0,15,15,25,6
255,2022-01-11 14:00:00,69,18,15,35,61,0,17,15,40,28
256,2022-01-11 15:00:00,68,16,10,49,56,0,19,17,84,6
257,2022-01-11 16:00:00,69,20,6,38,51,0,15,19,32,15
258,2022-01-11 17:00:00,83,17,20,36,51,0,20,15,54,3
259,2022-01-11 18:00:00,77,19,14,53,53,0,17,20,47,14
260,2022-01-11 19:00:00,78,21,24,39,68,0,20,23,45,10
261,2022-01-11 20:00:00,77,20,23,68,62,0,17,18,85,19
262,2022-01-11 21:00:00,82,22,20,38,87,0,21,26,41,12
263,2022-01-11 22:00:00,82,23,19,52,55,0,25,25,55,18
264,2022-01-11 23:00:00,73,22,24,78,63,0,17,19,20,20
265,2022-01-12 00:00:00,66,18,18,50,50,0,19,39,56,26
266,2022-01-12 01:00:00,61,18,21,50,66,0,19,49,51,15
267,2022-01-12 02:00:00,59,15,7,32,61,0,13,42,46,15
268,2022-01-12 03:00:00,59,16,11,51,57,0,9,63,51,16
269,2022-01-12 04:00:00,61,16,34,50,65,0,17,46,49,5
270,2022-01-12 05:00:00,56,18,15,63,51,0,13,20,58,16
271,2022-01-12 06:00:00,58,16,7,42,42,0,15,12,69,10
272,2022-01-12 07:00:00,62,18,32,26,65,0,16,11,37,9
273,2022-01-12 08:00:00,65,13,27,27,44,0,14,5,26,21
274,2022-01-12 09:00:00,59,15,11,52,49,0,10,9,69,0
275,2022-01-12 10:00:00,64,18,20,43,64,0,18,9,36,28
276,2022-01-12 11:00:00,56,14,5,53,48,0,14,8,37,7
277,2022-01-12 12:00:00,66,16,34,27,48,0,16,13,59,21
278,2022-01-12 13:00:00,66,16,33,38,70,0,16,12,47,6
279,2022-01-12 14:00:00,70,18,42,72,72,0,21,14,75,30
280,2022-01-12 15:00:00,67,19,21,33,71,0,16,14,77,6
281,2022-01-12 16:00:00,66,19,34,62,58,0,16,15,58,18
282,2022-01-12 17:00:00,64,19,28,56,50,0,16,15,57,6
283,2022-01-12 18:00:00,69,22,25,45,84,0,20,13,66,20
284,2022-01-12 19:00:00,70,19,24,39,62,0,21,15,66,7
285,2022-01-12 20:00:00,78,17,31,59,69,0,24,9,41,19
286,2022-01-12 21:00:00,73,21,38,68,59,0,20,18,100,13
287,2022-01-12 22:00:00,71,23,37,30,81,0,24,15,53,14
288,2022-01-12 23:00:00,70,21,29,66,75,0,19,18,56,16
289,2022-01-13 00:00:00,68,17,7,48,65,0,20,25,73,5
290,2022-01-13 01:00:00,62,16,22,63,56,0,15,27,63,16
291,2022-01-13 02:00:00,60,17,22,34,47,0,15,22,69,32
292,2022-01-13 03:00:00,53,14,4,61,53,0,14,14,43,0
293,2022-01-13 04:00:00,59,15,27,43,86,0,16,14,61,11
294,2022-01-13 05:00:00,59,18,8,55,49,0,12,21,55,6
295,2022-01-13 06:00:00,63,15,25,55,39,0,17,11,57,16
296,2022-01-13 07:00:00,58,17,23,44,72,0,18,7,57,10
297,2022-01-13 08:00:00,54,14,9,47,45,0,11,9,35,13
298,2022-01-13 09:00:00,57,15,29,75,52,0,13,8,29,8
299,2022-01-13 10:00:00,54,14,17,49,59,0,13,7,44,16
300,2022-01-13 11:00:00,57,16,8,35,39,0,12,9,46,11
301,2022-01-13 12:00:00,58,14,14,32,52,0,17,8,48,17
302,2022-01-13 13:00:00,60,15,25,41,45,0,16,10,42,7
303,2022-01-13 14:00:00,61,16,26,29,88,0,14,12,59,12
304,2022-01-13 15:00:00,63,16,26,37,67,0,20,15,62,15
305,2022-01-13 16:00:00,63,17,15,56,74,0,19,15,54,13
306,2022-01-13 17:00:00,64,20,38,39,74,0,19,17,65,3
307,2022-01-13 18:00:00,65,17,34,47,68,0,20,15,66,14
308,2022-01-13 19:00:00,62,17,26,47,64,0,14,18,59,33
309,2022-01-13 20:00:00,72,22,30,53,61,0,15,13,39,39
310,2022-01-13 21:00:00,72,18,21,54,47,0,21,16,60,17
311,2022-01-13 22:00:00,76,19,27,41,60,0,13,23,34,48
312,2022-01-13 23:00:00,65,17,18,58,87,0,11,22,72,15
313,2022-01-14 00:00:00,58,15,22,30,64,0,13,19,47,21
314,2022-01-14 01:00:00,57,19,11,37,75,0,16,21,32,16
315,2022-01-14 02:00:00,57,14,11,53,82,0,15,24,42,11
316,2022-01-14 03:00:00,48,14,34,77,41,0,12,18,49,27
317,2022-01-14 04:00:00,54,13,24,33,58,0,14,24,57,0
318,2022-01-14 05:00:00,57,14,20,33,51,0,9,17,34,17
319,2022-01-14 06:00:00,55,15,37,30,36,0,16,11,59,11
320,2022-01-14 07:00:00,58,16,10,56,43,0,14,7,49,5
321,2022-01-14 08:00:00,58,16,13,33,53,0,20,10,46,9
322,2022-01-14 09:00:00,52,16,18,40,56,0,12,6,43,4
323,2022-01-14 10:00:00,59,13,24,46,76,0,15,4,34,13
324,2022-01-14 11:00:00,57,13,22,40,39,0,15,9,84,20
325,2022-01-14 12:00:00,59,13,20,47,49,0,12,6,40,0
326,2022-01-14 13:00:00,59,15,21,85,66,0,14,9,44,24
327,2022-01-14 14:00:00,62,14,21,54,63,0,14,12,53,23
328,2022-01-14 15:00:00,62,17,11,64,60,0,16,12,29,23
329,2022-01-14 16:00:00,60,14,18,67,52,0,11,15,29,13
330,2022-01-14 17:00:00,58,18,24,59,58,0,16,15,55,21
331,2022-01-14 18:00:00,57,16,3,44,58,0,16,17,43,11
332,2022-01-14 19:00:00,64,17,21,70,59,0,12,17,53,4
333,2022-01-14 20:00:00,64,15,22,40,74,0,13,24,61,8
334,2022-01-14 21:00:00,61,15,21,71,79,0,13,17,95,17
335,2022-01-14 22:00:00,70,16,30,62,82,0,18,24,87,20
336,2022-01-14 23:00:00,65,16,30,53,76,0,19,29,64,27
337,2022-01-15 00:00:00,62,15,31,59,51,0,17,27,61,0
338,2022-01-15 00:00:00,37,9,36,70,43,0,22,33,67,0
339,2022-01-15 01:00:00,32,9,36,56,43,0,13,37,49,12
340,2022-01-15 02:00:00,30,8,27,79,48,0,16,83,55,12
341,2022-01-15 03:00:00,30,8,23,58,42,0,13,100,51,25
342,2022-01-15 04:00:00,24,6,24,74,39,0,17,100,52,7
343,2022-01-15 05:00:00,29,8,10,41,47,0,13,41,47,20
344,2022-01-15 06:00:00,28,10,44,55,32,0,10,24,20,13
345,2022-01-15 07:00:00,30,9,23,51,50,0,13,16,31,18
346,2022-01-15 08:00:00,31,9,29,34,48,0,15,14,62,0
347,2022-01-15 09:00:00,29,7,8,49,40,0,17,21,81,0
348,2022-01-15 10:00:00,28,8,4,39,40,0,13,8,62,10
349,2022-01-15 11:00:00,26,8,11,48,38,0,15,10,34,10
350,2022-01-15 12:00:00,30,8,17,38,43,0,10,12,23,5
351,2022-01-15 13:00:00,30,9,10,20,43,0,16,13,52,4
352,2022-01-15 14:00:00,29,8,30,55,40,0,20,16,57,12
353,2022-01-15 15:00:00,28,9,40,46,57,0,16,17,46,8
354,2022-01-15 16:00:00,33,8,23,43,44,0,16,25,46,15
355,2022-01-15 17:00:00,27,7,6,21,39,0,16,18,47,16
356,2022-01-15 18:00:00,30,8,15,56,47,0,19,21,54,8
357,2022-01-15 19:00:00,31,8,39,50,47,0,17,25,66,22
358,2022-01-15 20:00:00,31,9,20,52,54,0,19,23,51,9
359,2022-01-15 21:00:00,32,8,29,55,43,0,20,22,29,19
360,2022-01-15 22:00:00,32,9,36,69,73,0,26,20,53,27
361,2022-01-15 23:00:00,33,7,17,84,43,0,18,29,64,17
362,2022-01-16 00:00:00,28,9,13,78,45,0,18,30,84,6
363,2022-01-16 01:00:00,30,9,14,61,50,0,20,43,56,25
364,2022-01-16 02:00:00,29,7,18,47,57,0,15,78,62,37
365,2022-01-16 03:00:00,26,8,9,92,49,0,26,51,26,13
366,2022-01-16 04:00:00,28,8,34,55,86,0,25,67,93,13
367,2022-01-16 05:00:00,25,8,31,100,56,0,33,35,49,7
368,2022-01-16 06:00:00,29,7,10,31,43,0,36,28,47,0
369,2022-01-16 07:00:00,26,7,9,43,47,0,27,15,76,6
370,2022-01-16 08:00:00,30,7,9,62,58,0,21,8,59,0
371,2022-01-16 09:00:00,30,8,20,83,33,0,29,13,65,22
372,2022-01-16 10:00:00,28,8,15,48,40,0,32,7,42,16
373,2022-01-16 11:00:00,29,8,26,37,47,0,35,12,79,20
374,2022-01-16 12:00:00,29,8,10,62,43,0,33,9,23,9
375,2022-01-16 13:00:00,34,8,22,43,65,0,23,16,35,9
376,2022-01-16 14:00:00,28,8,21,52,45,0,38,18,36,12
377,2022-01-16 15:00:00,35,8,12,51,66,0,29,20,51,20
378,2022-01-16 16:00:00,30,8,9,38,60,0,28,15,62,19
379,2022-01-16 17:00:00,31,9,17,75,60,0,31,20,43,35
380,2022-01-16 18:00:00,35,9,36,37,62,0,38,21,57,37
381,2022-01-16 19:00:00,33,9,19,74,50,0,38,18,72,4
382,2022-01-16 20:00:00,37,9,27,51,61,0,30,21,76,27
383,2022-01-16 21:00:00,34,10,32,63,86,0,32,25,34,5
384,2022-01-16 22:00:00,33,10,28,57,51,0,40,25,43,5
385,2022-01-16 23:00:00,29,10,9,90,67,0,40,27,71,42
386,2022-01-17 00:00:00,29,8,22,50,32,0,20,30,48,12
387,2022-01-17 01:00:00,28,7,42,52,60,0,22,28,40,11
388,2022-01-17 02:00:00,32,8,34,26,44,0,31,19,97,11
389,2022-01-17 03:00:00,30,9,8,48,32,0,41,32,23,11
390,2022-01-17 04:00:00,29,6,31,76,59,0,33,20,53,30
391,2022-01-17 05:00:00,32,8,9,49,41,0,31,9,82,12
392,2022-01-17 06:00:00,29,7,25,67,61,0,44,16,55,11
393,2022-01-17 07:00:00,29,8,7,31,60,0,35,13,55,5
394,2022-01-17 08:00:00,32,8,39,39,45,0,52,13,24,14
395,2022-01-17 09:00:00,29,8,13,44,45,0,45,11,44,18
396,2022-01-17 10:00:00,27,7,23,50,51,0,52,9,57,4
397,2022-01-17 11:00:00,28,7,15,44,36,0,58,8,49,4
